participant,exp,task,item,status,TextGridLabel,duration,time_course_segment,sex,f0,f1,f2,f3,in,is_palatal,f1norm,f2norm,pre_c
p08,carrier,1,costonhialo,hit,i,68.03,70,f,223.24,717.04,2218.42,3159.61,74.15,palatal,0.2648420869436164,-0.3422277793467118,nh
p08,carrier,1,costonhialo,hit,i,68.03,80,f,223.33,758.92,2103.85,3144.72,74.97,palatal,0.37794100397716773,-0.6138424446219984,nh
p08,carrier,1,costonhialo,hit,i,68.03,90,f,223.28,813.43,2029.65,3125.85,75.96,palatal,0.5251478322364533,-0.789750694280951,nh
p08,carrier,1,costonhialo,hit,i,68.03,100,f,223.19,872.26,1980.19,3107.28,77.28,palatal,0.6840210244304321,-0.90700705584607,nh
p08,carrier,1,falufialo,hit,i,120.71,0,f,243.56,293.56,2713.86,3127.01,73.34,other,-0.8787856443211477,0.8323272504515588,other
p08,carrier,1,falufialo,hit,i,120.71,10,f,238,295.39,2721.62,3181.66,75.26,other,-0.8738436429321458,0.8507241240007964,other
p08,carrier,1,falufialo,hit,i,120.71,20,f,236.07,314.6,2699.86,3189.44,74.83,other,-0.8219661310836615,0.7991370146668506,other
p08,carrier,1,falufialo,hit,i,120.71,30,f,231.73,327.49,2755.52,3292.12,73.79,other,-0.7871560775840799,0.93109190922234,other
p08,carrier,1,falufialo,hit,i,120.71,40,f,228.68,371.88,2760.73,3300.07,74.27,other,-0.6672787870606954,0.9434434183965064,other
p08,carrier,1,falufialo,hit,i,120.71,50,f,229.11,394.75,2746.5,3341.05,74.98,other,-0.6055172724342074,0.909707914452478,other
p08,carrier,1,falufialo,hit,i,120.71,60,f,230.02,407.46,2741.71,3338.89,76.25,other,-0.5711933174319047,0.8983521123518529,other
p08,carrier,1,falufialo,hit,i,120.71,70,f,230.14,457.31,2709.17,3244.55,77.08,other,-0.4365710391577276,0.8212085214636814,other
p08,carrier,1,falufialo,hit,i,120.71,80,f,230.33,476.03,2612.66,3172.39,78.75,other,-0.3860167954407248,0.5924092603506681,other
p08,carrier,1,falufialo,hit,i,120.71,90,f,229.53,506.61,2283.07,3110.38,78.87,other,-0.3034340618474582,-0.18896001195518447,other
p08,carrier,1,falufialo,hit,i,120.71,100,f,224.58,650.56,1891.43,3107.02,78.15,other,0.08530970861528556,-1.1174331507211193,other
p08,carrier,1,falukiago,hit,i,65.6,0,f,230.33,257.03,2943.91,3610,68.8,other,-0.977436633796688,1.3777139463281367,other
p08,carrier,1,falukiago,hit,i,65.6,10,f,230.24,291.64,2827.35,3535.2,71.16,other,-0.883970694958789,1.101381526109167,other
p08,carrier,1,falukiago,hit,i,65.6,20,f,230.25,316.64,2823.46,3513.77,72.2,other,-0.8164570147811676,1.0921593820232731,other
p08,carrier,1,falukiago,hit,i,65.6,30,f,230.32,343.57,2744.43,3437.17,72.61,other,-0.7437312784938339,0.9048005010185955,other
p08,carrier,1,falukiago,hit,i,65.6,40,f,230.34,377.78,2676.01,3360.84,73.2,other,-0.6513455585387768,0.7425950772764731,other
p08,carrier,1,falukiago,hit,i,65.6,50,f,230.34,427.18,2663.04,3308.68,74.25,other,-0.5179385265077969,0.7118466945530679,other
p08,carrier,1,falukiago,hit,i,65.6,60,f,230.33,453.95,2605.01,3257.32,75.25,other,-0.4456448777736,0.5742731672254534,other
p08,carrier,1,falukiago,hit,i,65.6,70,f,230.39,472.74,2532.73,3217.7,76.23,other,-0.39490159575209965,0.40291672133125994,other
p08,carrier,1,falukiago,hit,i,65.6,80,f,231.51,486.25,2454.49,3210.24,76.87,other,-0.3584172029841131,0.21743071791729063,other
p08,carrier,1,falukiago,hit,i,65.6,90,f,233.68,525.17,2363.07,3134.36,77.04,other,-0.25331190568359224,6.984782431475776e-4,other
p08,carrier,1,falukiago,hit,i,65.6,100,f,224.78,581.85,2281.76,3044.63,76.97,other,-0.10024488998488884,-0.19206566973218203,other
p08,carrier,1,lliape,hit,i,143.92,0,f,229.51,356.34,2511.52,3033.58,72.3,palatal,-0.7092452906591049,0.35263351411742705,j
p08,carrier,1,lliape,hit,i,143.92,10,f,231.48,392.27,2558.73,3008.47,73.61,palatal,-0.6122146295078275,0.4645557306457178,j
p08,carrier,1,lliape,hit,i,143.92,20,f,231.68,372.33,2653.7,3027.71,74.49,palatal,-0.6660635408174983,0.6897040658224123,j
p08,carrier,1,lliape,hit,i,143.92,30,f,230.54,390.58,2713.86,3234.2,74.72,palatal,-0.6167785542878347,0.8323272504515588,j
p08,carrier,1,lliape,hit,i,143.92,40,f,229.5,392.37,2715.5,3253.74,74.45,palatal,-0.611944574787117,0.8362152495006242,j
p08,carrier,1,lliape,hit,i,143.92,50,f,229.14,385.74,2659.41,3280.88,74.54,palatal,-0.629849202770222,0.7032409405603184,j
p08,carrier,1,lliape,hit,i,143.92,60,f,228.9,417.16,2691.03,3303.99,74.95,palatal,-0.5449980095229875,0.7782034588112099,j
p08,carrier,1,lliape,hit,i,143.92,70,f,228.27,442.35,2640.16,3303.1,75.64,palatal,-0.47697122537601616,0.6576043663563447,j
p08,carrier,1,lliape,hit,i,143.92,80,f,239.04,464.27,2635.23,3273.85,78.18,palatal,-0.41777523059627786,0.6459166618978729,j
p08,carrier,1,lliape,hit,i,143.92,90,f,240.37,496.85,2630.63,3134.46,80.23,palatal,-0.3297914025888016,0.635011298711469,j
p08,carrier,1,lliape,hit,i,143.92,100,f,229.35,595.39,2254.44,3020.23,78.51,palatal,-0.0636794808006892,-0.25683404413491284,j
p08,carrier,1,manhiala,hit,i,87.55,0,f,223.39,1387.42,3067.22,3621.01,73.94,palatal,2.0752349236425696,1.6700488016575907,nh
p08,carrier,1,manhiala,hit,i,87.55,10,f,222.74,1486.97,3030.34,3583.7,74.07,palatal,2.344074398109858,1.5826162376761603,nh
p08,carrier,1,manhiala,hit,i,87.55,20,f,222.13,1724.97,3180.44,3618.37,73.83,palatal,2.986804633400814,1.9384629799107809,nh
p08,carrier,1,manhiala,hit,i,87.55,30,f,221.59,1575.46,3142.1,3621.06,73.58,palatal,2.5830458204665665,1.8475691484832295,nh
p08,carrier,1,manhiala,hit,i,87.55,40,f,221.02,788.35,2392.07,3308.66,73.6,palatal,0.4574181082822638,0.06944968094004295,nh
p08,carrier,1,manhiala,hit,i,87.55,50,f,220.58,359.77,2158.1,3199.52,73.9,palatal,-0.6999824137387353,-0.48523028095625453,nh
p08,carrier,1,manhiala,hit,i,87.55,60,f,220.23,448.54,2454.35,3318.68,74.49,palatal,-0.4602548381640371,0.21709881555944385,nh
p08,carrier,1,manhiala,hit,i,87.55,70,f,219.86,537.53,2487.98,3340.07,75.4,palatal,-0.21993314220377616,0.29682650337656796,nh
p08,carrier,1,manhiala,hit,i,87.55,80,f,219.4,615.47,2447.53,3336.81,76.58,palatal,-0.00945249288202359,0.2009304292700367,nh
p08,carrier,1,manhiala,hit,i,87.55,90,f,218.74,680.32,2324.09,3300.37,77.61,palatal,0.16567799349872633,-0.09171262110598977,nh
p08,carrier,1,manhiala,hit,i,87.55,100,f,217.74,748.45,2205.49,3221.26,77.87,palatal,0.34966627471878015,-0.3728813328250179,nh
p08,carrier,1,mebochiana,hit,i,144.91,0,f,230.25,290.73,2627.17,3555.67,74.91,palatal,-0.8864281929172544,0.6268085690103911,ch
p08,carrier,1,mebochiana,hit,i,144.91,10,f,230.42,258.12,2749.87,3405.9,77.52,palatal,-0.9744930373409436,0.9176972783520824,ch
p08,carrier,1,mebochiana,hit,i,144.91,20,f,229.42,240.87,2832.64,3460.83,78.19,palatal,-1.0210774766635025,1.1139226937735316,ch
p08,carrier,1,mebochiana,hit,i,144.91,30,f,226.97,266.06,2848.82,3317.63,78.67,palatal,-0.9530506925165312,1.152281123416145,ch
p08,carrier,1,mebochiana,hit,i,144.91,40,f,224.25,296.41,2872.17,3390.03,79.19,palatal,-0.8710890847808987,1.207637695242783,ch
p08,carrier,1,mebochiana,hit,i,144.91,50,f,223.02,327.12,2847.74,3374.98,79.31,palatal,-0.7881552800507087,1.1497207337984665,ch
p08,carrier,1,mebochiana,hit,i,144.91,60,f,223.26,349.25,2828.93,3285.3,78.89,palatal,-0.7283921703574783,1.105127281290584,ch
p08,carrier,1,mebochiana,hit,i,144.91,70,f,223.74,406.24,2833.93,3253.35,77.72,palatal,-0.5744879850245725,1.1169809369279795,ch
p08,carrier,1,mebochiana,hit,i,144.91,80,f,224.64,452.35,2744.04,3322.24,78.55,palatal,-0.4499657533049676,0.9038759158788792,ch
p08,carrier,1,mebochiana,hit,i,144.91,90,f,224.26,558.47,2608.88,3316.77,78.84,palatal,-0.16338368368700035,0.5834478966887975,ch
p08,carrier,1,mebochiana,hit,i,144.91,100,f,218.16,699.43,2162.03,3213.03,77.68,palatal,0.21728545062649987,-0.4759133076252608,ch
p08,carrier,1,nhiape,hit,i,190.45,0,f,241.56,330.27,2161.23,2960.92,73.24,palatal,-0.7796485563483285,-0.47780989252724454,nh
p08,carrier,1,nhiape,hit,i,190.45,10,f,241.95,349.56,2040.03,3030.81,73.32,palatal,-0.7275550007232757,-0.7651425051777176,nh
p08,carrier,1,nhiape,hit,i,190.45,20,f,242.17,355.88,3025.8,3476.91,74.53,palatal,-0.7104875423743731,1.5718531183574052,nh
p08,carrier,1,nhiape,hit,i,190.45,30,f,241.45,332.13,3021.19,3414.77,75.22,palatal,-0.7746255385431134,1.560924047859726,nh
p08,carrier,1,nhiape,hit,i,190.45,40,f,240.6,360.35,3108.84,3488.99,74.72,palatal,-0.6984160963586143,1.7687186311832737,nh
p08,carrier,1,nhiape,hit,i,190.45,50,f,238.86,353.45,3079.23,3679.57,74.32,palatal,-0.7170498720876379,1.6985212824986158,nh
p08,carrier,1,nhiape,hit,i,190.45,60,f,234.93,388.73,3026.48,3568.9,73.85,palatal,-0.6217745666209785,1.5734652155240905,nh
p08,carrier,1,nhiape,hit,i,190.45,70,f,229.32,633.54,3009.44,3474.04,72.75,palatal,0.03934639515036097,1.533067957111846,nh
p08,carrier,1,nhiape,hit,i,190.45,80,f,226.69,663.75,2747.4,3496.72,72.31,palatal,0.12092992627699876,0.9118415724672094,nh
p08,carrier,1,nhiape,hit,i,190.45,90,f,224.05,716.18,2236.83,3421.37,74.4,palatal,0.2625196163455062,-0.29858261928982094,nh
p08,carrier,1,nhiape,hit,i,190.45,100,f,221.12,883.9,2001.8,3418.41,76.7,palatal,0.7154553939211327,-0.8557755561812457,nh
p08,carrier,1,pachialo,hit,i,73.95,0,f,253.44,274.71,2426.54,3493.88,72.28,palatal,-0.9296909591750744,0.1511687829042488,ch
p08,carrier,1,pachialo,hit,i,73.95,10,f,249.05,278.77,2587.31,3425.27,73.9,palatal,-0.9187267375142284,0.5323112262690718,ch
p08,carrier,1,pachialo,hit,i,73.95,20,f,248.2,325.55,2617.79,3336.16,74.74,palatal,-0.7923951391658633,0.6045711110346363,ch
p08,carrier,1,pachialo,hit,i,73.95,30,f,247.35,384.97,2609.13,3349.54,75.85,palatal,-0.63192862411969275,0.5840405794706672,ch
p08,carrier,1,pachialo,hit,i,73.95,40,f,246.66,440.24,2572.11,3357.99,77,palatal,-0.48266937998300746,0.49627611313138914,ch
p08,carrier,1,pachialo,hit,i,73.95,50,f,246.19,477.9,2513.24,3276.88,78.19,palatal,-0.3809667721634387,0.35671117165669075,ch
p08,carrier,1,pachialo,hit,i,73.95,60,f,243.23,492.96,2440.37,3237.76,79.34,palatal,-0.34029653122443954,0.18395599439728527,ch
p08,carrier,1,pachialo,hit,i,73.95,70,f,234.81,519.1,2355.61,3164.31,79.51,palatal,-0.2697042272307185,-0.01698717596784697,ch
p08,carrier,1,pachialo,hit,i,73.95,80,f,234.88,576.32,2251.76,3098.36,78.78,palatal,-0.11517891604017862,-0.26318760355655657,ch
p08,carrier,1,pachialo,hit,i,73.95,90,f,234.92,693.57,2117.65,3095.82,78.92,palatal,0.2014602439928657,-0.5811263550627858,ch
p08,carrier,1,pachialo,hit,i,73.95,100,f,234.76,739.41,1939.73,3102.86,80.4,palatal,0.32525332796655204,-1.0029268372638764,ch
